symbol,quote_date,expiration_date,days_to_expiration,contract_count,call_count,put_count,distinct_strikes,minimum_strike,maximum_strike,median_strike_gap,maximum_strike_gap,strike_gap_completeness_score,call_put_balance_score,completeness_score
NVDA,2026-07-20,2026-07-27,7,25,14,11,20,185.0,240.0,2.5,10.0,0.625,0.88,0.88225
NVDA,2026-07-20,2026-07-29,9,18,10,8,16,182.5,230.0,2.5,5.0,1.0,0.888889,0.977778
NVDA,2026-07-20,2026-07-31,11,55,25,30,44,55.0,320.0,2.5,40.0,0.15625,0.909091,0.770881
NVDA,2026-07-20,2026-08-07,18,33,16,17,27,60.0,380.0,5.0,110.0,0.113636,0.969697,0.772348
NVDA,2026-07-20,2026-08-14,25,25,14,11,21,140.0,260.0,5.0,20.0,0.625,0.88,0.88225
NVDA,2026-07-20,2026-08-21,32,50,28,22,40,15.0,460.0,5.0,70.0,0.178571,0.88,0.770643
NVDA,2026-07-20,2026-08-28,39,23,13,10,20,155.0,300.0,5.0,45.0,0.277778,0.869565,0.793357
NVDA,2026-07-20,2026-09-18,60,46,25,21,35,10.0,455.0,5.0,155.0,0.080645,0.913043,0.75277
NXPI,2026-07-20,2026-08-21,32,1,1,0,1,280.0,280.0,,,1.0,0.0,0.36
O,2026-07-20,2026-08-21,32,7,4,3,5,60.0,70.0,2.5,2.5,1.0,0.857143,0.971429
O,2026-07-20,2026-09-18,60,4,0,4,4,57.5,67.5,2.5,5.0,1.0,0.0,0.69
OKE,2026-07-20,2026-08-21,32,6,4,2,6,80.0,105.0,5.0,5.0,1.0,0.666667,0.933333
OKE,2026-07-20,2026-09-18,60,4,3,1,4,90.0,105.0,5.0,5.0,1.0,0.5,0.79
ON,2026-07-20,2026-07-31,11,2,1,1,2,75.0,90.0,15.0,15.0,1.0,1.0,0.67
ON,2026-07-20,2026-08-07,18,1,0,1,1,84.0,84.0,,,1.0,0.0,0.36
ON,2026-07-20,2026-08-14,25,1,0,1,1,85.0,85.0,,,1.0,0.0,0.36
ON,2026-07-20,2026-09-18,60,1,1,0,1,90.0,90.0,,,1.0,0.0,0.36
ORCL,2026-07-20,2026-07-31,11,42,32,10,38,95.0,255.0,2.0,30.0,0.166667,0.47619,0.686905
ORCL,2026-07-20,2026-08-07,18,16,10,6,16,95.0,195.0,5.0,27.5,0.454545,0.75,0.813636
ORCL,2026-07-20,2026-08-14,25,18,10,8,16,100.0,210.0,5.0,25.0,0.5,0.888889,0.852778
ORCL,2026-07-20,2026-08-21,32,39,25,14,33,70.0,480.0,5.0,100.0,0.125,0.717949,0.72484
ORCL,2026-07-20,2026-08-28,39,10,4,6,10,95.0,170.0,5.0,25.0,0.5,0.8,0.835
ORCL,2026-07-20,2026-09-18,60,37,23,14,30,85.0,400.0,5.0,100.0,0.125,0.756757,0.732601
ORLY,2026-07-20,2026-08-21,32,2,2,0,2,95.0,100.0,5.0,5.0,1.0,0.0,0.47
ORLY,2026-07-20,2026-09-18,60,2,1,1,2,88.0,93.33,5.33,5.33,1.0,1.0,0.67
OTIS,2026-07-20,2026-08-21,32,1,1,0,1,75.0,75.0,,,1.0,0.0,0.36
OXY,2026-07-20,2026-07-31,11,9,7,2,9,50.0,60.0,1.0,2.0,1.0,0.444444,0.888889
OXY,2026-07-20,2026-08-07,18,5,4,1,5,49.0,59.0,2.5,4.0,1.0,0.4,0.88
OXY,2026-07-20,2026-08-14,25,1,1,0,1,55.0,55.0,,,1.0,0.0,0.36
OXY,2026-07-20,2026-08-21,32,6,5,1,6,52.5,67.5,2.5,5.0,1.0,0.333333,0.866667
OXY,2026-07-20,2026-09-18,60,8,6,2,7,37.5,95.0,2.5,30.0,0.208333,0.5,0.702083
PANW,2026-07-20,2026-07-31,11,7,0,7,7,120.0,300.0,17.5,75.0,0.583333,0.0,0.695833
PANW,2026-07-20,2026-08-07,18,5,2,3,5,110.0,430.0,62.5,185.0,0.844595,0.8,0.921149
PANW,2026-07-20,2026-08-14,25,4,0,4,4,190.0,215.0,10.0,10.0,1.0,0.0,0.69
PANW,2026-07-20,2026-08-21,32,4,2,2,4,140.0,550.0,130.0,160.0,1.0,1.0,0.89
PANW,2026-07-20,2026-08-28,39,1,1,0,1,550.0,550.0,,,1.0,0.0,0.36
PANW,2026-07-20,2026-09-18,60,3,2,1,3,250.0,490.0,120.0,130.0,1.0,0.666667,0.713333
PAYX,2026-07-20,2026-08-21,32,5,2,3,4,105.0,120.0,5.0,5.0,1.0,0.8,0.85
PAYX,2026-07-20,2026-09-18,60,1,1,0,1,130.0,130.0,,,1.0,0.0,0.36
PCG,2026-07-20,2026-07-31,11,1,1,0,1,16.5,16.5,,,1.0,0.0,0.36
PCG,2026-07-20,2026-08-21,32,3,1,2,3,14.0,19.0,2.5,3.0,1.0,0.666667,0.713333
PCG,2026-07-20,2026-08-28,39,2,1,1,2,16.0,19.5,3.5,3.5,1.0,1.0,0.67
PCG,2026-07-20,2026-09-18,60,7,3,4,6,10.0,35.0,2.0,16.0,0.3125,0.857143,0.799554
PDD,2026-07-20,2026-07-31,11,6,6,0,6,87.0,95.0,1.0,4.0,0.625,0.0,0.70625
PDD,2026-07-20,2026-08-07,18,1,0,1,1,85.0,85.0,,,1.0,0.0,0.36
PDD,2026-07-20,2026-08-14,25,3,2,1,3,83.0,87.0,2.0,2.0,1.0,0.666667,0.713333
PDD,2026-07-20,2026-08-21,32,11,5,6,9,45.0,105.0,5.0,25.0,0.5,0.909091,0.856818
PDD,2026-07-20,2026-08-28,39,3,2,1,3,81.0,97.0,8.0,15.0,1.0,0.666667,0.713333
PDD,2026-07-20,2026-09-18,60,10,4,6,8,85.0,160.0,5.0,25.0,0.5,0.8,0.835
PEG,2026-07-20,2026-08-21,32,2,2,0,2,80.0,85.0,5.0,5.0,1.0,0.0,0.47
PEP,2026-07-20,2026-07-31,11,7,4,3,7,95.0,185.0,4.5,41.0,0.27439,0.857143,0.790026
PEP,2026-07-20,2026-08-07,18,2,2,0,2,95.0,150.0,55.0,55.0,1.0,0.0,0.47
PEP,2026-07-20,2026-08-14,25,1,0,1,1,142.0,142.0,,,1.0,0.0,0.36
PEP,2026-07-20,2026-08-21,32,7,4,3,6,125.0,150.0,5.0,5.0,1.0,0.857143,0.971429
PEP,2026-07-20,2026-08-28,39,2,2,0,2,139.0,157.5,18.5,18.5,1.0,0.0,0.47
PEP,2026-07-20,2026-09-18,60,11,6,5,9,120.0,170.0,5.0,15.0,0.833333,0.909091,0.940152
PFE,2026-07-20,2026-07-31,11,11,7,4,8,23.0,26.5,0.5,0.5,1.0,0.727273,0.945455
PFE,2026-07-20,2026-08-07,18,5,4,1,5,23.0,27.0,1.0,1.0,1.0,0.4,0.88
PFE,2026-07-20,2026-08-14,25,9,6,3,7,23.5,26.5,0.5,0.5,1.0,0.666667,0.933333
PFE,2026-07-20,2026-08-21,32,10,7,3,8,23.0,33.0,1.0,4.0,0.625,0.6,0.82625
PFE,2026-07-20,2026-08-28,39,3,3,0,3,25.5,27.0,0.75,1.0,1.0,0.0,0.58
PFE,2026-07-20,2026-09-18,60,12,7,5,11,15.0,30.0,1.0,6.0,0.416667,0.833333,0.820833
PFG,2026-07-20,2026-08-21,32,1,1,0,1,115.0,115.0,,,1.0,0.0,0.36
PG,2026-07-20,2026-07-31,11,2,2,0,2,155.0,160.0,5.0,5.0,1.0,0.0,0.47
PG,2026-07-20,2026-08-07,18,1,0,1,1,150.0,150.0,,,1.0,0.0,0.36
PG,2026-07-20,2026-08-14,25,1,1,0,1,152.5,152.5,,,1.0,0.0,0.36
PG,2026-07-20,2026-08-21,32,6,5,1,6,140.0,170.0,5.0,10.0,1.0,0.333333,0.866667
PG,2026-07-20,2026-09-18,60,8,5,3,7,125.0,175.0,7.5,15.0,1.0,0.75,0.95
PGR,2026-07-20,2026-07-31,11,2,1,1,2,195.0,210.0,15.0,15.0,1.0,1.0,0.67
PGR,2026-07-20,2026-08-07,18,1,0,1,1,195.0,195.0,,,1.0,0.0,0.36
PGR,2026-07-20,2026-08-21,32,4,3,1,4,220.0,240.0,5.0,10.0,1.0,0.5,0.79
PGR,2026-07-20,2026-08-28,39,1,0,1,1,215.0,215.0,,,1.0,0.0,0.36
PH,2026-07-20,2026-08-21,32,1,1,0,1,850.0,850.0,,,1.0,0.0,0.36
PH,2026-07-20,2026-09-18,60,1,1,0,1,1100.0,1100.0,,,1.0,0.0,0.36
PHM,2026-07-20,2026-07-31,11,1,0,1,1,133.0,133.0,,,1.0,0.0,0.36
PHM,2026-07-20,2026-09-18,60,1,0,1,1,125.0,125.0,,,1.0,0.0,0.36
PKG,2026-07-20,2026-09-18,60,1,1,0,1,250.0,250.0,,,1.0,0.0,0.36
PLD,2026-07-20,2026-08-21,32,3,1,2,3,135.0,155.0,10.0,15.0,1.0,0.666667,0.713333
PLD,2026-07-20,2026-09-18,60,2,0,2,2,85.0,135.0,50.0,50.0,1.0,0.0,0.47
PLTR,2026-07-20,2026-07-31,11,55,29,26,45,80.0,170.0,1.0,10.0,0.25,0.945455,0.801591
PLTR,2026-07-20,2026-08-07,18,32,19,13,29,80.0,180.0,2.5,15.0,0.416667,0.8125,0.816667
PLTR,2026-07-20,2026-08-14,25,9,8,1,9,100.0,170.0,5.0,35.0,0.357143,0.222222,0.68373
PLTR,2026-07-20,2026-08-21,32,27,15,12,24,60.0,210.0,5.0,25.0,0.5,0.888889,0.852778
PLTR,2026-07-20,2026-08-28,39,7,6,1,7,115.0,175.0,8.0,23.0,0.869565,0.285714,0.824534
PLTR,2026-07-20,2026-09-18,60,24,15,9,20,90.0,410.0,5.0,180.0,0.069444,0.75,0.717361
PM,2026-07-20,2026-07-31,11,2,1,1,2,172.5,190.0,17.5,17.5,1.0,1.0,0.67
PM,2026-07-20,2026-08-21,32,5,1,4,5,95.0,210.0,27.5,55.0,1.0,0.4,0.88
PM,2026-07-20,2026-09-18,60,3,1,2,3,155.0,220.0,32.5,60.0,1.0,0.666667,0.713333
PNC,2026-07-20,2026-08-14,25,1,0,1,1,260.0,260.0,,,1.0,0.0,0.36
PNC,2026-07-20,2026-08-21,32,2,1,1,2,240.0,260.0,20.0,20.0,1.0,1.0,0.67
PNR,2026-07-20,2026-08-21,32,2,0,2,2,62.5,65.0,2.5,2.5,1.0,0.0,0.47
PNR,2026-07-20,2026-09-18,60,1,0,1,1,70.0,70.0,,,1.0,0.0,0.36
PPG,2026-07-20,2026-08-07,18,1,1,0,1,120.0,120.0,,,1.0,0.0,0.36
PPL,2026-07-20,2026-08-21,32,3,3,0,3,37.0,44.0,3.5,5.0,1.0,0.0,0.58
PRU,2026-07-20,2026-08-21,32,2,1,1,2,125.0,140.0,15.0,15.0,1.0,1.0,0.67
PRU,2026-07-20,2026-09-18,60,1,1,0,1,125.0,125.0,,,1.0,0.0,0.36
PSA,2026-07-20,2026-09-18,60,1,0,1,1,280.0,280.0,,,1.0,0.0,0.36
PSKY,2026-07-20,2026-07-31,11,5,4,1,5,8.5,11.0,0.5,1.0,1.0,0.4,0.88
PSKY,2026-07-20,2026-08-07,18,1,1,0,1,9.0,9.0,,,1.0,0.0,0.36
PSKY,2026-07-20,2026-08-14,25,4,3,1,3,9.0,10.5,0.75,1.0,1.0,0.5,0.68
PSKY,2026-07-20,2026-08-21,32,8,6,2,6,8.0,13.0,1.0,1.0,1.0,0.5,0.9
PSKY,2026-07-20,2026-09-18,60,6,4,2,5,8.0,14.0,1.5,2.0,1.0,0.666667,0.933333
PSX,2026-07-20,2026-08-07,18,1,0,1,1,190.0,190.0,,,1.0,0.0,0.36
PSX,2026-07-20,2026-08-14,25,1,0,1,1,185.0,185.0,,,1.0,0.0,0.36
PSX,2026-07-20,2026-08-21,32,2,1,1,2,185.0,270.0,85.0,85.0,1.0,1.0,0.67
PSX,2026-07-20,2026-09-18,60,1,0,1,1,185.0,185.0,,,1.0,0.0,0.36
PWR,2026-07-20,2026-08-21,32,1,0,1,1,670.0,670.0,,,1.0,0.0,0.36
PYPL,2026-07-20,2026-07-31,11,15,10,5,13,36.0,72.0,2.0,10.0,0.5,0.666667,0.808333
PYPL,2026-07-20,2026-08-07,18,8,4,4,8,38.0,75.0,3.0,15.0,0.5,1.0,0.875
PYPL,2026-07-20,2026-08-14,25,2,1,1,2,44.0,50.0,6.0,6.0,1.0,1.0,0.67
PYPL,2026-07-20,2026-08-21,32,10,7,3,8,47.5,75.0,2.5,10.0,0.625,0.6,0.82625
PYPL,2026-07-20,2026-09-18,60,14,8,6,10,32.5,70.0,2.5,12.5,0.5,0.857143,0.846429
Q,2026-07-20,2026-09-18,60,2,2,0,2,145.0,165.0,20.0,20.0,1.0,0.0,0.47
QCOM,2026-07-20,2026-07-31,11,18,14,4,17,150.0,300.0,3.75,60.0,0.15625,0.444444,0.677951
QCOM,2026-07-20,2026-08-14,25,2,2,0,2,220.0,270.0,50.0,50.0,1.0,0.0,0.47
QCOM,2026-07-20,2026-08-21,32,22,13,9,18,105.0,290.0,10.0,40.0,0.625,0.818182,0.869886
QCOM,2026-07-20,2026-09-18,60,11,4,7,11,65.0,250.0,15.0,45.0,0.833333,0.727273,0.903788
QQQ,2026-07-20,2026-07-27,7,64,35,29,51,620.0,755.0,2.0,5.0,1.0,0.90625,0.98125
QQQ,2026-07-20,2026-07-28,8,33,14,19,28,585.0,760.0,5.0,35.0,0.357143,0.848485,0.808983
QQQ,2026-07-20,2026-07-29,9,15,11,4,14,680.0,749.0,5.0,18.0,0.694444,0.533333,0.830278
QQQ,2026-07-20,2026-07-30,10,22,10,12,20,660.0,743.0,5.0,10.0,1.0,0.909091,0.981818
QQQ,2026-07-20,2026-07-31,11,127,63,64,110,400.0,910.0,1.0,100.0,0.025,0.992126,0.754675
QQQ,2026-07-20,2026-08-07,18,59,32,27,53,575.0,920.0,3.5,140.0,0.0625,0.915254,0.748676
QQQ,2026-07-20,2026-08-14,25,38,14,24,37,395.0,900.0,5.0,80.0,0.15625,0.736842,0.736431
QQQ,2026-07-20,2026-08-21,32,84,33,51,73,325.0,920.0,5.0,70.0,0.178571,0.785714,0.751786
QQQ,2026-07-20,2026-08-28,39,21,12,9,20,600.0,950.0,6.0,170.0,0.088235,0.857143,0.743487
QQQ,2026-07-20,2026-08-31,42,43,21,22,39,600.0,925.0,5.0,50.0,0.25,0.976744,0.807849
QQQ,2026-07-20,2026-09-18,60,66,32,34,58,220.0,1090.0,5.0,280.0,0.044643,0.969697,0.7551
QQQM,2026-07-20,2026-08-21,32,1,1,0,1,305.0,305.0,,,1.0,0.0,0.36
RCL,2026-07-20,2026-07-31,11,1,0,1,1,245.0,245.0,,,1.0,0.0,0.36
RCL,2026-07-20,2026-08-14,25,1,0,1,1,230.0,230.0,,,1.0,0.0,0.36
RCL,2026-07-20,2026-08-21,32,2,0,2,2,200.0,250.0,50.0,50.0,1.0,0.0,0.47
RCL,2026-07-20,2026-09-18,60,2,0,2,2,135.0,290.0,155.0,155.0,1.0,0.0,0.47
REGN,2026-07-20,2026-08-07,18,1,0,1,1,600.0,600.0,,,1.0,0.0,0.36
REGN,2026-07-20,2026-08-21,32,1,1,0,1,565.0,565.0,,,1.0,0.0,0.36
RF,2026-07-20,2026-08-21,32,2,1,1,2,32.0,35.0,3.0,3.0,1.0,1.0,0.67
RKLB,2026-07-20,2026-07-31,11,18,15,3,18,50.0,104.0,2.0,10.0,0.5,0.333333,0.741667
RKLB,2026-07-20,2026-08-07,18,10,8,2,10,60.0,117.0,5.0,10.0,1.0,0.4,0.88
RKLB,2026-07-20,2026-08-14,25,6,5,1,6,55.0,110.0,10.0,20.0,1.0,0.333333,0.866667
RKLB,2026-07-20,2026-08-21,32,20,12,8,17,40.0,150.0,5.0,30.0,0.416667,0.8,0.814167
RKLB,2026-07-20,2026-08-28,39,3,1,2,3,45.0,90.0,22.5,40.0,1.0,0.666667,0.713333
RKLB,2026-07-20,2026-09-18,60,15,11,4,13,50.0,160.0,5.0,30.0,0.416667,0.533333,0.760833
RMD,2026-07-20,2026-08-21,32,1,1,0,1,210.0,210.0,,,1.0,0.0,0.36
RMD,2026-07-20,2026-09-18,60,1,0,1,1,220.0,220.0,,,1.0,0.0,0.36
ROL,2026-07-20,2026-08-21,32,2,2,0,2,47.5,55.0,7.5,7.5,1.0,0.0,0.47
ROST,2026-07-20,2026-07-31,11,1,0,1,1,227.5,227.5,,,1.0,0.0,0.36
ROST,2026-07-20,2026-08-07,18,1,0,1,1,190.0,190.0,,,1.0,0.0,0.36
ROST,2026-07-20,2026-08-21,32,2,2,0,2,240.0,260.0,20.0,20.0,1.0,0.0,0.47
ROST,2026-07-20,2026-09-18,60,1,1,0,1,280.0,280.0,,,1.0,0.0,0.36
RSG,2026-07-20,2026-08-21,32,2,1,1,2,200.0,230.0,30.0,30.0,1.0,1.0,0.67
RSG,2026-07-20,2026-09-18,60,1,0,1,1,195.0,195.0,,,1.0,0.0,0.36
RSP,2026-07-20,2026-07-31,11,4,2,2,4,205.0,227.5,5.0,15.0,0.833333,1.0,0.848333
RSP,2026-07-20,2026-08-07,18,3,2,1,3,207.5,222.5,7.5,7.5,1.0,0.666667,0.713333
RSP,2026-07-20,2026-08-14,25,3,1,2,2,212.5,215.0,2.5,2.5,1.0,0.666667,0.603333
RSP,2026-07-20,2026-08-21,32,2,1,1,2,210.0,225.0,15.0,15.0,1.0,1.0,0.67
RSP,2026-07-20,2026-09-18,60,3,1,2,3,200.0,220.0,10.0,15.0,1.0,0.666667,0.713333
RTX,2026-07-20,2026-07-31,11,6,3,3,6,105.0,250.0,35.0,52.5,1.0,1.0,1.0
RTX,2026-07-20,2026-08-07,18,3,0,3,3,140.0,150.0,5.0,5.0,1.0,0.0,0.58
RTX,2026-07-20,2026-08-14,25,2,0,2,2,145.0,150.0,5.0,5.0,1.0,0.0,0.47
RTX,2026-07-20,2026-08-21,32,6,3,3,6,125.0,220.0,10.0,45.0,0.555556,1.0,0.888889
RTX,2026-07-20,2026-08-28,39,1,1,0,1,260.0,260.0,,,1.0,0.0,0.36
RTX,2026-07-20,2026-09-18,60,2,1,1,2,180.0,220.0,40.0,40.0,1.0,1.0,0.67
SBUX,2026-07-20,2026-07-31,11,3,2,1,3,100.0,115.0,7.5,8.0,1.0,0.666667,0.713333
SBUX,2026-07-20,2026-08-14,25,2,0,2,2,114.0,117.0,3.0,3.0,1.0,0.0,0.47
SBUX,2026-07-20,2026-08-21,32,5,3,2,5,90.0,125.0,10.0,10.0,1.0,0.8,0.96
SBUX,2026-07-20,2026-09-18,60,1,0,1,1,100.0,100.0,,,1.0,0.0,0.36
SCHB,2026-07-20,2026-08-21,32,1,1,0,1,29.0,29.0,,,1.0,0.0,0.36
SCHD,2026-07-20,2026-07-31,11,5,3,2,4,32.0,34.0,0.5,1.0,1.0,0.8,0.85
SCHD,2026-07-20,2026-08-07,18,3,2,1,3,30.5,32.5,1.0,1.5,1.0,0.666667,0.713333
SCHD,2026-07-20,2026-08-14,25,2,1,1,1,30.0,30.0,,,1.0,1.0,0.56
SCHD,2026-07-20,2026-08-21,32,2,2,0,2,33.0,34.0,1.0,1.0,1.0,0.0,0.47
SCHD,2026-07-20,2026-08-28,39,3,2,1,3,31.5,34.0,1.25,2.0,1.0,0.666667,0.713333
SCHD,2026-07-20,2026-09-18,60,1,0,1,1,34.0,34.0,,,1.0,0.0,0.36
SCHW,2026-07-20,2026-07-31,11,2,1,1,2,97.0,105.0,8.0,8.0,1.0,1.0,0.67
SCHW,2026-07-20,2026-08-07,18,1,0,1,1,98.0,98.0,,,1.0,0.0,0.36
SCHW,2026-07-20,2026-08-21,32,4,3,1,4,95.0,120.0,10.0,10.0,1.0,0.5,0.79
SCHW,2026-07-20,2026-09-18,60,7,5,2,7,65.0,115.0,7.5,12.5,1.0,0.571429,0.914286
SHOP,2026-07-20,2026-07-31,11,6,5,1,6,116.0,155.0,5.0,14.0,0.892857,0.333333,0.839881
SHOP,2026-07-20,2026-08-07,18,3,3,0,3,75.0,145.0,35.0,65.0,1.0,0.0,0.58
SHOP,2026-07-20,2026-08-21,32,7,7,0,7,125.0,155.0,5.0,5.0,1.0,0.0,0.8
SHOP,2026-07-20,2026-08-28,39,1,1,0,1,120.0,120.0,,,1.0,0.0,0.36
SHOP,2026-07-20,2026-09-18,60,6,6,0,6,100.0,170.0,15.0,25.0,1.0,0.0,0.8
SHW,2026-07-20,2026-08-21,32,4,2,2,3,330.0,350.0,10.0,10.0,1.0,1.0,0.78
SHW,2026-07-20,2026-09-18,60,1,1,0,1,380.0,380.0,,,1.0,0.0,0.36
SHY,2026-07-20,2026-08-21,32,1,1,0,1,82.0,82.0,,,1.0,0.0,0.36
SHY,2026-07-20,2026-09-18,60,3,3,0,3,82.0,88.0,3.0,5.0,1.0,0.0,0.58
SLB,2026-07-20,2026-07-31,11,2,2,0,2,48.0,50.0,2.0,2.0,1.0,0.0,0.47
SLB,2026-07-20,2026-08-07,18,1,1,0,1,47.0,47.0,,,1.0,0.0,0.36
SLB,2026-07-20,2026-08-21,32,7,4,3,6,45.0,65.0,5.0,5.0,1.0,0.857143,0.971429
SLB,2026-07-20,2026-09-18,60,8,4,4,8,27.5,52.5,2.5,7.5,0.833333,1.0,0.958333
SLV,2026-07-20,2026-07-27,7,4,3,1,3,50.0,53.5,1.75,3.0,1.0,0.5,0.68
SLV,2026-07-20,2026-07-29,9,4,3,1,4,50.5,74.0,2.5,19.0,0.328947,0.5,0.622237
SLV,2026-07-20,2026-07-31,11,30,17,13,24,40.0,80.0,1.0,14.5,0.172414,0.866667,0.766437
SLV,2026-07-20,2026-08-07,18,15,12,3,13,49.0,76.0,1.0,11.0,0.227273,0.4,0.686818
SLV,2026-07-20,2026-08-14,25,8,5,3,8,45.0,65.0,3.0,5.0,1.0,0.75,0.95
SLV,2026-07-20,2026-08-21,32,38,27,11,30,40.0,210.0,1.0,40.0,0.0625,0.578947,0.681414
SLV,2026-07-20,2026-08-28,39,7,4,3,5,43.0,74.0,5.5,19.0,0.723684,0.857143,0.90235
SLV,2026-07-20,2026-09-18,60,44,24,20,37,31.0,200.0,1.5,80.0,0.046875,0.909091,0.743537
SMCI,2026-07-20,2026-07-31,11,26,15,11,21,19.0,47.0,0.5,12.0,0.104167,0.846154,0.745272
SMCI,2026-07-20,2026-08-07,18,18,13,5,14,20.0,40.0,1.0,4.0,0.625,0.555556,0.817361
SMCI,2026-07-20,2026-08-14,25,8,8,0,8,24.0,35.0,1.0,3.0,0.833333,0.0,0.758333
SMCI,2026-07-20,2026-08-21,32,27,20,7,24,17.0,65.0,1.0,10.0,0.25,0.518519,0.716204
SMCI,2026-07-20,2026-08-28,39,1,1,0,1,30.0,30.0,,,1.0,0.0,0.36
SMCI,2026-07-20,2026-09-18,60,22,15,7,20,16.0,105.0,2.0,45.0,0.111111,0.636364,0.705051
SMH,2026-07-20,2026-07-27,7,2,1,1,2,450.0,610.0,160.0,160.0,1.0,1.0,0.67
SMH,2026-07-20,2026-07-29,9,1,1,0,1,585.0,585.0,,,1.0,0.0,0.36
SMH,2026-07-20,2026-07-31,11,35,13,22,33,300.0,880.0,5.0,105.0,0.119048,0.742857,0.728333
SMH,2026-07-20,2026-08-07,18,11,5,6,11,435.0,880.0,32.5,195.0,0.416667,0.909091,0.835985
SMH,2026-07-20,2026-08-14,25,6,4,2,6,325.0,880.0,110.0,255.0,1.0,0.666667,0.933333
SMH,2026-07-20,2026-08-21,32,37,13,24,33,300.0,700.0,7.5,80.0,0.234375,0.702703,0.749134
SMH,2026-07-20,2026-09-18,60,13,5,8,13,310.0,855.0,30.0,205.0,0.365854,0.769231,0.79531
SNDK,2026-07-20,2026-07-31,11,40,18,22,38,705.0,3530.0,50.0,530.0,0.235849,0.9,0.788962
SNDK,2026-07-20,2026-08-07,18,6,4,2,6,860.0,3480.0,200.0,1800.0,0.277778,0.666667,0.752778
SNDK,2026-07-20,2026-08-14,25,5,2,3,5,800.0,1975.0,312.5,500.0,1.0,0.8,0.96
SNDK,2026-07-20,2026-08-21,32,40,19,21,38,280.0,3530.0,50.0,310.0,0.403226,0.95,0.840806
SNDK,2026-07-20,2026-09-18,60,9,3,6,9,220.0,3100.0,190.0,1500.0,0.316667,0.666667,0.7625
SNPS,2026-07-20,2026-08-07,18,2,2,0,2,475.0,505.0,30.0,30.0,1.0,0.0,0.47
SNPS,2026-07-20,2026-09-18,60,2,1,1,2,330.0,590.0,260.0,260.0,1.0,1.0,0.67
SO,2026-07-20,2026-08-21,32,1,0,1,1,95.0,95.0,,,1.0,0.0,0.36
SO,2026-07-20,2026-09-18,60,1,1,0,1,115.0,115.0,,,1.0,0.0,0.36
SOXX,2026-07-20,2026-07-31,11,6,3,3,6,460.0,830.0,40.0,230.0,0.434783,1.0,0.858696
SOXX,2026-07-20,2026-08-07,18,3,0,3,3,500.0,525.0,12.5,20.0,1.0,0.0,0.58
SOXX,2026-07-20,2026-08-14,25,3,2,1,2,480.0,530.0,50.0,50.0,1.0,0.666667,0.603333
SOXX,2026-07-20,2026-08-21,32,12,7,5,12,310.0,860.0,35.0,210.0,0.416667,0.833333,0.820833
SOXX,2026-07-20,2026-08-28,39,5,4,1,5,590.0,860.0,7.5,250.0,0.075,0.4,0.64875
SOXX,2026-07-20,2026-09-18,60,5,2,3,5,300.0,820.0,140.0,220.0,1.0,0.8,0.96
SPXU,2026-07-20,2026-07-31,11,5,2,3,5,33.0,49.0,2.5,10.0,0.625,0.8,0.86625
SPXU,2026-07-20,2026-08-07,18,2,2,0,2,44.0,49.0,5.0,5.0,1.0,0.0,0.47
SPXU,2026-07-20,2026-08-14,25,1,0,1,1,32.0,32.0,,,1.0,0.0,0.36
SPXU,2026-07-20,2026-08-21,32,1,0,1,1,32.0,32.0,,,1.0,0.0,0.36
SPXU,2026-07-20,2026-09-18,60,3,0,3,3,35.0,80.0,22.5,30.0,1.0,0.0,0.58
SPY,2026-07-20,2026-07-27,7,88,38,50,75,515.0,870.0,1.0,100.0,0.025,0.863636,0.728977
SPY,2026-07-20,2026-07-28,8,69,30,39,61,500.0,870.0,1.0,145.0,0.017241,0.869565,0.728223
SPY,2026-07-20,2026-07-29,9,51,21,30,47,505.0,885.0,1.0,160.0,0.015625,0.823529,0.718612
SPY,2026-07-20,2026-07-30,10,46,17,29,43,500.0,885.0,2.5,90.0,0.069444,0.73913,0.715187
SPY,2026-07-20,2026-07-31,11,162,61,101,143,380.0,900.0,1.0,34.0,0.073529,0.753086,0.719
SPY,2026-07-20,2026-08-07,18,116,50,66,103,520.0,890.0,1.0,110.0,0.022727,0.862069,0.728096
SPY,2026-07-20,2026-08-14,25,114,54,60,105,590.0,900.0,1.0,55.0,0.045455,0.947368,0.750837
SPY,2026-07-20,2026-08-21,32,207,89,118,183,365.0,995.0,1.0,40.0,0.0625,0.859903,0.737606
SPY,2026-07-20,2026-08-28,39,37,17,20,33,530.0,900.0,5.0,70.0,0.178571,0.918919,0.778427
SPY,2026-07-20,2026-08-31,42,75,35,40,62,525.0,860.0,3.0,65.0,0.115385,0.933333,0.765513
SPY,2026-07-20,2026-09-18,60,132,60,72,114,300.0,990.0,2.0,100.0,0.05,0.909091,0.744318
SQQQ,2026-07-20,2026-07-31,11,15,13,2,14,25.0,50.0,1.5,5.0,0.75,0.266667,0.790833
SQQQ,2026-07-20,2026-08-07,18,2,2,0,2,50.0,55.0,5.0,5.0,1.0,0.0,0.47
SQQQ,2026-07-20,2026-08-14,25,1,1,0,1,55.0,55.0,,,1.0,0.0,0.36
SQQQ,2026-07-20,2026-08-21,32,8,6,2,7,35.0,50.0,2.5,5.0,1.0,0.5,0.9
SQQQ,2026-07-20,2026-09-18,60,10,4,6,10,23.0,120.0,7.0,36.0,0.486111,0.8,0.831528
