symbol,as_of_date,coverage_status,quality_status,readiness_status,coverage_score,quality_score,readiness_score,contract_count,expiration_count,distinct_strike_count,quote_data_observed,provider_capability_limited,coverage_reasons,quality_reasons,readiness_reasons,informational_notes
CCL,2026-07-20,REVIEW,READY,REVIEW,0.852844,1.0,0.926422,24,4,15,False,True,call/put balance 0.667 < 0.700 | strike surface 0.676 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CDNS,2026-07-20,FAILED,REVIEW,FAILED,0.662238,1.0,0.831119,7,3,6,False,True,contracts 7 < 10,sparse chain: contracts 7 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CDW,2026-07-20,FAILED,REVIEW,FAILED,0.506,1.0,0.753,2,1,2,False,True,contracts 2 < 10,sparse chain: contracts 2 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CEG,2026-07-20,FAILED,REVIEW,FAILED,0.616771,1.0,0.808385,7,5,6,False,True,contracts 7 < 10,sparse chain: contracts 7 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CF,2026-07-20,REVIEW,READY,REVIEW,0.739614,1.0,0.869807,11,4,9,False,True,contracts 11 < 20 | strike surface 0.627 < 0.700 | overall score 0.740 < 0.750,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CFG,2026-07-20,FAILED,REVIEW,FAILED,0.6045,1.0,0.80225,4,2,2,False,True,contracts 4 < 10,sparse chain: contracts 4 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CHD,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CHRW,2026-07-20,FAILED,REVIEW,FAILED,0.296,1.0,0.648,2,1,2,False,True,contracts 2 < 10 | overall score 0.296 < 0.450,sparse chain: contracts 2 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CHTR,2026-07-20,FAILED,REVIEW,FAILED,0.6303,1.0,0.81515,8,5,8,False,True,contracts 8 < 10,sparse chain: contracts 8 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CI,2026-07-20,FAILED,REVIEW,FAILED,0.608,1.0,0.804,5,1,5,False,True,contracts 5 < 10,sparse chain: contracts 5 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CIBR,2026-07-20,FAILED,FAILED,FAILED,0.0,0.0,0.0,0,0,0,False,True,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,coverage profile missing | coverage governance failed | quality governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CIEN,2026-07-20,FAILED,REVIEW,FAILED,0.573738,1.0,0.786869,6,3,6,False,True,contracts 6 < 10,sparse chain: contracts 6 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CINF,2026-07-20,FAILED,REVIEW,FAILED,0.388,1.0,0.694,2,2,2,False,True,contracts 2 < 10 | overall score 0.388 < 0.450,sparse chain: contracts 2 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CL,2026-07-20,FAILED,REVIEW,FAILED,0.559857,1.0,0.779929,7,3,5,False,True,contracts 7 < 10,sparse chain: contracts 7 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CLX,2026-07-20,REVIEW,READY,REVIEW,0.772714,1.0,0.886357,10,2,6,False,True,contracts 10 < 20,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CMCSA,2026-07-20,REVIEW,READY,REVIEW,0.833674,0.975,0.904337,20,5,12,False,True,strike surface 0.596 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CME,2026-07-20,FAILED,REVIEW,FAILED,0.535,1.0,0.7675,5,3,4,False,True,contracts 5 < 10,sparse chain: contracts 5 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CMG,2026-07-20,REVIEW,READY,REVIEW,0.883733,0.983333,0.933533,30,5,16,False,True,strike surface 0.679 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CMI,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CMS,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CNC,2026-07-20,FAILED,REVIEW,FAILED,0.551,0.916667,0.733834,6,3,6,False,True,contracts 6 < 10,sparse chain: contracts 6 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CNP,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
COF,2026-07-20,REVIEW,READY,REVIEW,0.625,0.95,0.7875,10,3,10,False,True,contracts 10 < 20 | call/put balance 0.200 < 0.700 | strike surface 0.650 < 0.700 | overall score 0.625 < 0.750,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
COHR,2026-07-20,REVIEW,READY,REVIEW,0.895962,1.0,0.947981,19,4,14,False,True,contracts 19 < 20,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
COIN,2026-07-20,READY,READY,READY,0.895644,0.987013,0.941329,77,5,38,False,True,,,,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
COO,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
COP,2026-07-20,REVIEW,READY,REVIEW,0.813009,0.928571,0.87079,21,5,16,False,True,call/put balance 0.476 < 0.700 | strike surface 0.639 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
COR,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
COST,2026-07-20,REVIEW,READY,REVIEW,0.881795,1.0,0.940897,45,6,37,False,True,strike surface 0.639 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CPAY,2026-07-20,FAILED,FAILED,FAILED,0.0,0.0,0.0,0,0,0,False,True,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,coverage profile missing | coverage governance failed | quality governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CPRT,2026-07-20,FAILED,REVIEW,FAILED,0.638714,1.0,0.819357,7,2,4,False,True,contracts 7 < 10,sparse chain: contracts 7 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CPT,2026-07-20,FAILED,FAILED,FAILED,0.0,0.0,0.0,0,0,0,False,True,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,coverage profile missing | coverage governance failed | quality governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CRH,2026-07-20,FAILED,REVIEW,FAILED,0.56319,1.0,0.781595,7,3,5,False,True,contracts 7 < 10,sparse chain: contracts 7 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CRL,2026-07-20,FAILED,REVIEW,FAILED,0.248,1.0,0.624,1,1,1,False,True,contracts 1 < 10 | overall score 0.248 < 0.450,sparse chain: contracts 1 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CRM,2026-07-20,REVIEW,READY,REVIEW,0.866568,0.989362,0.927965,47,6,21,False,True,strike surface 0.630 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CRWD,2026-07-20,REVIEW,READY,REVIEW,0.899609,1.0,0.949804,59,5,40,False,True,strike surface 0.691 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CRWV,2026-07-20,REVIEW,READY,REVIEW,0.876624,1.0,0.938312,98,6,40,False,True,call/put balance 0.592 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CSCO,2026-07-20,REVIEW,READY,REVIEW,0.869929,0.97619,0.923059,21,5,14,False,True,strike surface 0.638 < 0.700,,coverage status REVIEW,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CSGP,2026-07-20,FAILED,REVIEW,FAILED,0.6045,1.0,0.80225,4,2,3,False,True,contracts 4 < 10,sparse chain: contracts 4 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
CSX,2026-07-20,FAILED,REVIEW,FAILED,0.503,1.0,0.7515,3,3,2,False,True,contracts 3 < 10,sparse chain: contracts 3 < 10,coverage governance failed,NBBO quote/spread data not observed; provider-aware quality score used | NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
