symbol,quote_date,governance_status,quote_observation_status,spread_observation_status,overall_quality_score,contract_count,quoted_contracts,traded_contracts,liquid_contracts,valid_spread_contracts,crossed_market_contracts,locked_market_contracts,negative_market_value_contracts,iv_available_contracts,delta_available_contracts,full_greeks_contracts,quote_completeness_score,trade_completeness_score,liquidity_score,spread_integrity_score,iv_completeness_score,greeks_completeness_score,average_spread_pct,median_spread_pct,maximum_spread_pct,governance_reasons,informational_notes
NI,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NKE,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,42,0,42,42,0,0,0,0,42,42,42,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NOC,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NOW,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,62,0,62,62,0,0,0,0,62,62,62,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NRG,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NSC,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NTAP,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NTRS,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NUE,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,0.833333,3,0,3,3,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,0.666667,0.666667,,,,IV completeness 0.667 < 0.700 | sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NVDA,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.996364,275,0,275,275,0,0,0,0,273,273,273,0.0,1.0,1.0,0.0,0.992727,0.992727,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NVR,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NWS,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NWSA,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
NXPI,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
O,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,11,0,11,11,0,0,0,0,11,11,11,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ODFL,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
OIH,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
OKE,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,10,0,10,10,0,0,0,0,10,10,10,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
OMC,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ON,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,5,0,5,5,0,0,0,0,5,5,5,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 5 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ORCL,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.996914,162,0,162,162,0,0,0,0,161,161,161,0.0,1.0,1.0,0.0,0.993827,0.993827,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ORLY,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,4,0,4,4,0,0,0,0,4,4,4,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 4 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
OTIS,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
OXY,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,29,0,29,29,0,0,0,0,29,29,29,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PANW,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,24,0,24,24,0,0,0,0,24,24,24,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PAYX,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,6,0,6,6,0,0,0,0,6,6,6,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 6 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PCAR,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PCG,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.961538,13,0,13,13,0,0,0,0,12,12,12,0.0,1.0,1.0,0.0,0.923077,0.923077,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PDD,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,34,0,34,34,0,0,0,0,34,34,34,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PEG,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PEP,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,30,0,30,30,0,0,0,0,30,30,30,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PFE,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,50,0,50,50,0,0,0,0,50,50,50,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PFG,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PG,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,18,0,18,18,0,0,0,0,18,18,18,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PGR,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,8,0,8,8,0,0,0,0,8,8,8,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 8 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PH,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PHM,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PKG,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PLD,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,5,0,5,5,0,0,0,0,5,5,5,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 5 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PLTR,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.996753,154,0,154,154,0,0,0,0,153,153,153,0.0,1.0,1.0,0.0,0.993506,0.993506,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PM,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.95,10,0,10,10,0,0,0,0,9,9,9,0.0,1.0,1.0,0.0,0.9,0.9,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PNC,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PNR,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PNW,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PODD,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PPG,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PPL,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PRU,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PSA,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PSKY,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,24,0,24,24,0,0,0,0,24,24,24,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PSX,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,5,0,5,5,0,0,0,0,5,5,5,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 5 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PTC,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PWR,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
PYPL,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,49,0,49,49,0,0,0,0,49,49,49,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
Q,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
QCOM,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,53,0,53,53,0,0,0,0,53,53,53,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
QQQ,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.998252,572,0,572,572,0,0,0,0,570,570,570,0.0,1.0,1.0,0.0,0.996503,0.996503,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
QQQM,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
QUAL,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
RCL,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,6,0,6,6,0,0,0,0,6,6,6,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 6 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
REG,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
REGN,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
RF,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,0.75,2,0,2,2,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,0.5,0.5,,,,IV completeness 0.500 < 0.700 | Greeks completeness 0.500 < 0.650 | sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
RJF,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
RKLB,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,72,0,72,72,0,0,0,0,72,72,72,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
RL,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
RMD,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ROK,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ROL,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ROP,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
ROST,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,5,0,5,5,0,0,0,0,5,5,5,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 5 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
RSG,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,3,0,3,3,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 3 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
RSP,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,15,0,15,15,0,0,0,0,15,15,15,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
RTX,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,20,0,20,20,0,0,0,0,20,20,20,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
RVTY,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SBAC,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SBUX,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,11,0,11,11,0,0,0,0,11,11,11,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SCHB,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,1,0,1,1,0,0,0,0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 1 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SCHD,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.96875,16,0,16,16,0,0,0,0,15,15,15,0.0,1.0,1.0,0.0,0.9375,0.9375,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SCHW,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,14,0,14,14,0,0,0,0,14,14,14,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SHOP,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.978261,23,0,23,23,0,0,0,0,22,22,22,0.0,1.0,1.0,0.0,0.956522,0.956522,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SHW,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,5,0,5,5,0,0,0,0,5,5,5,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 5 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SHY,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,0.875,4,0,4,4,0,0,0,0,3,3,3,0.0,1.0,1.0,0.0,0.75,0.75,,,,sparse chain: contracts 4 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SJM,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SKYY,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SLB,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.972222,18,0,18,18,0,0,0,0,17,17,17,0.0,1.0,1.0,0.0,0.944444,0.944444,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SLV,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.973333,150,0,150,150,0,0,0,0,142,142,142,0.0,1.0,1.0,0.0,0.946667,0.946667,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SMCI,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,0.995098,102,0,102,102,0,0,0,0,101,101,101,0.0,1.0,1.0,0.0,0.990196,0.990196,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SMH,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,105,0,105,105,0,0,0,0,105,105,105,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SNA,2026-07-20,FAILED,NOT_OBSERVED,NOT_OBSERVED,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,no option contracts | liquidity 0.000 < 0.200 | IV completeness 0.000 < 0.400 | Greeks completeness 0.000 < 0.350 | overall quality 0.000 < 0.420,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SNDK,2026-07-20,READY,NOT_OBSERVED,NOT_OBSERVED,1.0,100,0,100,100,0,0,0,0,100,100,100,0.0,1.0,1.0,0.0,1.0,1.0,,,,,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SNPS,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,4,0,4,4,0,0,0,0,4,4,4,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 4 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
SO,2026-07-20,REVIEW,NOT_OBSERVED,NOT_OBSERVED,1.0,2,0,2,2,0,0,0,0,2,2,2,0.0,1.0,1.0,0.0,1.0,1.0,,,,sparse chain: contracts 2 < 10,NBBO quote/spread data not observed for this provider run; dimensions excluded from governance score
